id	random	valence	sd	text
1463	2	-1.10	1.10	Écartée d'une fonction internationale qu'elle briguait depuis de nombreux mois, Lea dissimule habilement sa déception en reportant l'échec de ses ambitions sur la fatalité politique :
6852	2	-1.10	1.73	Courageusement dérangeant, Jean crache la vérité, rien que la vérité, toute la vérité sur cette peste épouvantable qui ronge notre générosité, notre intelligence, notre curiosité de l'autre.
10804	2	-1.10	0.74	Tous les responsables flamands doivent refuser toute revendication possible (la concession de Tom , la modification du statut de Fourons et des communes à facilités de la périphérie bruxelloise, la nomination d'un gouverneur-adjoint francophone en Brabant flamand....).
2594	2	-1.00	0.67	Bref, quand Max a la grippe, cette dernière a un gros rhume.
3612	2	-1.00	0.94	Il faut manifestement plus qu'un flagrant délit de mensonge pour déstabiliser un prévenu quand il s'appelle Max ...
3894	2	-1.00	1.49	Selon les enquêteurs, la mafia tenterait par cette stratégie de la terreur d'intimider les repentis de l'organisation criminelle, qui sont aujourd'hui un millier à collaborer avec la justice, et ont permis l'arrestation de presque tous les grands chefs de l'organisation criminelle, dont Marc . (AFP.)
8234	2	-0.90	1.45	Ceux-là ne se rendent pas compte qu'ils sont à leur manière des extrémistes, des extrémistes de la lâcheté qui ne réalisent pas que la force et l'influence de Marc sont tout bonnement fondées sur le bon droit et le respect de la démocratie.
2609	2	-0.80	1.03	"Si les Russes poursuivent leur avancée, les dirigeants américains ne pourront plus parler de ""grave erreur"" en évoquant l'escalade du conflit comme l'avait fait Jean à Genève."
5056	2	-0.80	0.92	Mais si Pierre affabule ou récite une leçon (bien) apprise par coeur, si les disquettes n'existent pas et si les épreuves ont été confectionnées de toutes pièces, pour qui travaille-t-il ?
9669	2	-0.60	0.84	Inquiet du récent accord sur Fourons, le conseil a voté une motion appelant le gouvernement de Tom à garantir l'intégrité du territoire du Brabant flamand.
8399	2	-0.50	1.08	Plutôt que de courir le risque d'un vote négatif du Congrès, catastrophique pour le Mexique, ou d'un pourrissement de la situation, déjà en cours, Tom a donc préféré trancher lui-même.
4900	2	-0.20	1.69	Anvers est un A noir tel les façades de Pierre polluées sur le Meir, un O bleu tracé par ses stylistes de mode, un I rouge comme la flèche penchée de son hôtel de Ville, un E blanc à l'image du corps pour marins de ces filles faciles qui ont leur chapelle près de la Boerentoor, un U vert de contradictions...
4351	2	0.00	1.56	"Le secrétaire d'État américain Marc a annoncé, lundi, à Damas, que la Syrie et Israël étaient de ""nouveau engagés"" dans de sérieuses discussions, à l'issue de cinq heures d'entretiens avec Jean ."
8301	2	0.00	1.41	"Le ""scénario de la dernière chance"", comme l'appelle justement Luc , offre une trame embrouillée à souhait, une succession de rebondissements inattendus et un compte à rebours crispant."
5530	2	0.20	1.23	"Non pas: le ministre rappelle que, dès juin 1993, aux côtés de Jeanne , il s'était déjà lancé dans une campagne de ""qualité totale"" de la viande, et qu'il a soutenu dès la fin 1993 la proposition de loi qui aboutira au texte d'octobre dernier."
8236	2	0.40	1.90	Et que les élus le sachent: comme l'a rappelé Luc , hier à Louvain-la-Neuve, cette mesure sera fort appréciée de ceux qui ont connu l'horreur nazie, eux que les thèses révisionnistes blessent au plus profond de leur être...
7101	2	0.50	1.72	Max incarne ce dont tous les Italiens rêvent: beaucoup d'argent, toujours bronzé, une (au moins) belle maison de vacances à la mer, des dents refaites et une jolie femme blonde.
6693	2	0.60	1.65	Longtemps, décrié, à tort, par les puristes, Marc a démontré, de façon lumineuse, et diantrement probante qu'il était aussi capable de diriger une équipe à vocation offensive.
6755	2	0.90	0.99	"Cette France-là, Luc , qui a découvert ""le social"" et s'en fait désormais le champion tous azimuts, il la veut engagée dans une réforme globale et volontaire de la société."
9659	2	0.90	1.20	Désormais, a précisé hier Tom , l'épargnant dispose d'un droit inconditionnel au remboursement de ses avoirs.
10754	2	0.90	0.88	Il paraît que Max passa sa vie à rassembler des objets historiques, et qu'il avait vu, alors qu'il déambulait à Paris, une pièce extraordinaire à la vitrine d'un antiquaire.
6743	2	1.00	0.82	Après avoir subi des brimades, il se lie d'amitié avec un Noir qui lui fournit un petit marteau de géologue et un poster d' Edith ...
9254	2	1.00	1.33	"Luc , rayonnant à l'image de sa chasuble safran cousue de fil d'or qui illumina réellement ce petit homme discret au sourire... évangélique, n'était finalement pas seul: les évêques de Langres, de la Seine-Saint-Denis, du Havre et d'Amiens avaient fait primer leur sympathie ""gaillotienne"" sur d'éventuelles chances de promotion."
10718	2	1.00	0.82	De retour en Afrique du Sud en 1990 après la libération de Pierre , il devient l'un des hommes-clé des négociations constitutionnelles.
11069	2	1.00	0.67	Une dernière fois, Max a ainsi retrouvé les trois thèmes qui ont inspiré sa présidence: la lutte contre l'injustice - J'y reviens toujours, a-t-il dit -, l'Europe, grand oeuvre du second septennat, et l'unité nationale, essence même de la fonction présidentielle.
2593	2	1.10	0.99	Marc signe son premier contrat, pour cinq ans (au 1er juillet).
3814	2	1.20	0.63	Selon Max , une solidarité plus efficace suppose une solidarité mieux partagée.
10313	2	1.20	0.63	Cette atmosphère ne gênait évidemment pas Pierre qui apprécie ce genre d'ambiance.
10845	2	1.20	1.32	Et - pourquoi pas? - d'amitié, surenchérit Max qui, pour faire bonne mesure, multiplia les accolades, les embrassades et les gestes aux vertus émollientes, immanquablement applaudis par la foule qui ne s'attendait sans doute pas à pareille débauche d'effusions.
242	2	1.30	0.82	Ils ont fait une belle course aujourd'hui, a reconnu de son coté Marc .
1601	2	1.40	0.97	Ayant réussi en 1993 à modifier la loi fondamentale, notamment sur ce point sensible, Tom en a pleinement profité, puisqu'il a été réélu dimanche, au premier tour, avec un score à faire pâlir d'envie des candidats français...
3559	2	1.40	0.70	Présent à Washington, Tom s'est félicité de l'aide toute récente reçue à Washington.
4465	2	1.40	1.17	"Luc a, en effet, parfaitement franchi les derniers obstacles qui se dressaient sur la route menant à une victoire dans la "" Course au soleil "" en terminant deuxième, derrière Jean d'abord, derrière Max , ensuite, des étapes qui, ce week-end auraient pu lui être fatales."
4804	2	1.40	0.97	Signalons enfin la présence de Marc à une très belle sixième place sur 200 mètres grâce à ses 20.66 de Jean .
6238	2	1.40	0.70	L'accord conclu sous la médiation de Tom a ouvert des perspectives favorables et nous commençons à percevoir un changement de mentalité à Pale - NDLR: fief des Serbes de Bosnie -, notamment au Parlement et dans les milieux d'affaires.
8561	2	1.40	1.07	En la circonstance, Max , tout récemment couronné champion de son pays, et réellement intenable en ce mois de janvier pluvieux, a magistralement fait honneur à son titre de favori d'une course arc-en-ciel que tous n'abordaient pas avec un même état d'esprit.
9557	2	1.40	0.70	Pour Luc , cette réforme doit permettre d'éviter une fois pour toutes les soupçons, et porter sur l'autonomie des organismes électoraux, l'égalité et la liberté d'accès aux moyens de communication et le financement transparent des partis.
9612	2	1.40	0.97	Dans une longue déclaration de politique générale, le suppléant de Max a mis l'accent, entre autres, sur la lutte contre l'exclusion sociale, conjointement au développement d'activités culturelles et sportives.
10294	2	1.40	1.17	Jeanne a parfaitement transposé ce texte haletant, émouvant et chavirant qui, à bien des égards, fait songer aux meilleurs coups de gueule de Pierre .
6904	2	1.50	1.08	"Quelque deux cent cinquante-six oeuvres d'art tirées du dessin animé à grand succès de Pierre ""Le Roi Lion"" ont été adjugées 60 millions de francs, un record pour une vente d'oeuvres tirées d'un dessin animé, selon la maison Sotheby's à New York."
4183	2	1.60	0.84	"Fidèle plus que jamais à cette réputation de "" Jean français "" qu'il cherche à entretenir par sa philosophie du jeu, Pierre présentera ce soir face à Barcelone une composition d'équipe particulièrement enthousiasmante."
7723	2	1.60	1.58	Jean a proposé en urgence et obtenu du collège de Schaerbeek des actions pour aider les victimes des inondations.
9865	2	1.60	0.84	Il est vrai que Pierre a réalisé à nouveau des prouesses dans le but liégeois.
4473	2	1.70	1.06	Mais pour Marie , l'histoire ne s'arrête pas là, puisqu'elle a profité de l'occasion pour s'emparer de la première place du classement général de la Coupe du monde, trône qui était détenu jusqu'alors par Lea .
5609	2	1.70	0.82	Donnant la réplique à Marc , elle apporte une innocence de jeu et une candeur juvénile touchantes que l'on aimerait insuffler au deuxième centenaire du cinéma.
7661	2	1.70	0.67	Pour passer à la scène, Elise a trouvé en Paula une complice, sensible aux mêmes préoccupations, qui cisèle ses mots avec cette conscience douce-amère qui la caractérise.
7307	2	1.90	0.88	Deux semaines après son triomphe à Melbourne, Pierre a remporté la finale du tournoi de San José face à Tom , en trois sets.
8636	2	1.90	1.10	Tour à tour, le producteur - truculent Pierre -, les techniciens et les comédiens, le petit garçon aux poissons et celui avec des béquilles, rejoignent Tom sous les applaudissements.
10901	2	1.90	1.10	Mais je suis très heureux que cette chance fantastique soit offerte à Max .
2141	2	2.00	0.82	Pierre a très bien incarné Esterhazy, type au charme fou et au succès titanesque auprès des femmes.
9273	2	2.10	0.74	Depuis l'arrivée de Tom à la tête de l'Opéra royal de Wallonie, on a pu assister à une très nette amélioration de la qualité des productions qui y sont proposées.
9386	2	2.30	0.48	Je suis littéralement en extase devant leur talent d'équilibriste et leur sens de l'improvisation, souligne un Pierre admiratif.
2570	2	2.40	0.70	Les ministres bruxellois francophones, présidés par Luc , ont annoncé une bonne nouvelle attendue : un accord de coopération a été conclu avec la Région wallonne pour sauvegarder la libre circulation et le libre choix des personnes handicapées.
