id	random	valence	sd	text
278	1	-1.50	1.35	Une pilule dure à avaler pour Tom et ses alliés qui, grâce à leurs grands spécialistes des sondages, s'attendaient non seulement à une victoire mais à une victoire fracassante.
931	1	-1.50	0.85	Le citoyen français ordinaire est-il raciste - le racisme fait partie du fonds de commerce de Luc - et de surcroît antieuropéen - ce sentiment est un des thèmes de base du credo politique de Jean ?
1134	1	-1.50	0.85	Aucun élément précis, dans l'instruction judiciaire ouverte au matin de l'assassinat de Marc , le 18 juillet 1991, ne conduit au tueur ni aux commanditaires.
1330	1	-1.50	0.97	Poursuivi par une malchance peu commune, Luc dut se passer de 6 titulaires en début de compétition.
1439	1	-1.50	0.71	Une situation que Braine s'apprêtait à connaître aussi, son président Pierre étant désabusé par de médiocres résultats sportifs malgré un effort financier répété.
1518	1	-1.50	0.85	Vise-t-il les passages où il est question de l'ignorance de Marc quant aux mesures antijuives de Vichy?
1525	1	-1.50	1.27	Pierre, , trouve le système actuel aveugle et absolu, négatif pour l'emploi.
3146	1	-1.50	0.85	La SED n'a pas voulu tenir compte des engagements antérieurs, prétextant le fait qu'il n'y avait jamais eu de convention écrite entre Ecloosion et Luc .
3650	1	-1.50	0.53	Ainsi, le bureau du CVP s'en est directement pris aux présidents du SP ( Luc) et du VLD ( Jean) accusés tous deux de perdre le sens des nuances.
5218	1	-1.50	1.08	C'est un fait marquant aussi bien pour le gouvernement présidé par Jean que pour la lire, désormais en chute libre.
7298	1	-1.50	1.18	Dame! c'est que le pauvre, ne pouvant compter sur le moindre coup de pouce de son voisin de couloir - qui le laissa en tête pendant 185 des 200 mètres pour venir lui souffler la victoire -, le très indépendant Luc , échoua à 4 dixièmes de son nirvâna autrichien.
7923	1	-1.50	0.71	Quant aux essais de Tom dans la même catégorie (un excédent de poids lui fit choisir cette option), ils furent décevants puisque, par deux fois, l'Anversois dut s'incliner alors qu'il avait un waza ari d'avance!
8270	1	-1.50	0.85	Une situation en décalage avec les autres régions, commente Tom , qui est peut-être liée en partie aux résultats de l'extrème droite dans ces contrées.
9867	1	-1.50	0.85	Une fois de plus, les hommes de Marc n'ont pas eu la chance de leurs côtés.
9982	1	-1.50	1.51	Et s'il tient toujours Marc pour directement responsable de la mort de Pierre (sa conviction étant appuyée sur l'ensemble des expertises balistiques), il estime que tout guet-appens semble cependant exclu, ainsi que toute préméditation: il ramène donc la prévention d'assassinat à celle de meurtre.
10974	1	-1.50	0.71	Quant à Marie , inscrite à la même compétition, elle a été éliminée par la Suédoise Elise .
300	1	-1.40	0.52	Car Max le reconnaît : ce discours sur un passé qui a rimé avec désinvestissements, désendettement, nettoyage de bilan, ne tient pas lieu de stratégie.
646	1	-1.40	1.35	"Que, autrement dit, il n'y a rien à changer dans l'attitude et le comportement des dirigeants occidentaux, et surtout américains, pour qui, malgré l'atrocité de l'intervention russe en Tchétchénie et le durcissement manifeste du langage diplomatique de Moscou, Pierre doit demeurer le "" candidat "" unique et préféré à la présidence de la Russie, son successeur ne pouvant qu'être pire."
713	1	-1.40	1.07	"Pierre et le journaliste-présentateur-vedette de TF1, Max , ont été condamnés hier par le tribunal correctionnel de Lyon à quinze mois de prison avec sursis et 200.000 francs français (1 million 200.000 FB) dans "" l'affaire Botton ""."
1687	1	-1.40	0.70	Au bout de la ligne droite, Max coupait la route à Luc qui ne put l'éviter.
1945	1	-1.40	0.52	Le syndicat de Pierre dénonce l'obstination des responsables politiques à toujours favoriser les revenus du capital au détriment des revenus du travail.
3227	1	-1.40	0.97	Ses avocats viennent de repartir en croisade à l'occasion du jugement en appel de Jean , le malade mental dont le geste insensé n'avait été dicté que par la seule passion qu'il vouait à Edith !
3956	1	-1.40	0.70	Jingo blessé au genou - il a été renversé par une voiture alors qu'il circulait en mobylette -, seuls Max , Tom et Luc ont effectué le déplacement.
5223	1	-1.40	0.70	Luc est un jeune courtier de 28 ans de Singapour qui avait parié sur la reprise de la Bourse de Tokyo et à qui le séisme de Kobe avait infligé un sanglant démenti.
7795	1	-1.40	0.52	"Prudent comme un sioux, Marc , a, sans doute, considéré que Max n'était pas personnellement inquiété dans l'""affaire"" qui a provoqué sa démission du gouvernement bruxellois au printemps de 1994 et qui a, depuis, débouché sur l'inculpation d'un membre de son ancien cabinet."
7824	1	-1.40	0.70	Marie n'est plus la tête de liste du tennis féminin
7936	1	-1.40	0.52	Pierre , engagé sur une Pegasus-BMW qu'il était parvenu à qualifier en 18e position, n'a, lui non plus, pas rejoint l'arrivée.
8923	1	-1.40	0.52	"Toutefois, Max a répété que le gouvernement devait démissionner en avril prochain et n'être qu'une ""parenthèse""."
9345	1	-1.40	1.90	Et puis, pendant quatre jours, Luc , Edith et Jean se sont relayés pour démontrer combien ce dossier avait été fabriqué de toutes pièces à l'époque des horreurs du Brabant wallon, pour consolider l'alibi de Tom le matin du crime de Rosières, pour convaincre de son absence totale de responsabilité dans la mort supposée de Pierre .
9440	1	-1.40	0.70	Pour une écrasante majorité d'experts, Jean n'a plus aucune chance de gagner l'élection présidentielle de 1996.
10755	1	-1.40	0.84	Luc avant lui, ne pourra, longtemps, continuer à investir à perte.
265	1	-1.30	0.67	Mais entre ces deux infos, un brouhaha inquiet a accueilli les résultats de Max et de Luc .
1655	1	-1.30	0.48	Dans le camp carolo, Luc regrettait la fébrilité de ses hommes en première période.
3209	1	-1.30	0.82	Insatisfait, le groupe Jaurès (les partisans de Luc et de Lea) monte au créneau : à l'entendre, aucune règle éthique ou déontologique n'a pesé sur les choix opérés par la fédération liégeoise du PS.
4676	1	-1.30	0.82	Il avait alors hésité à conduire la liste du PS, avant de céder au chantage de Jean .
5083	1	-1.30	0.67	Pierre a lui-même perdu patience face à Luc .
5092	1	-1.30	0.48	"Le gouvernement de Luc est fragilisé par les "" affaires "" et ne semble pas en mesure de prendre les mesures d'accompagnement exigées par Bruxelles, affirment les analystes."
6362	1	-1.30	0.48	Par contre, Jean , qui reste le favori, pourrait avoir perdu l'adhésion de certains Africains : l'Union européenne n'a pu se mettre d'accord la semaine dernière sur l'enveloppe financière de son aide aux pays du Sud.
6597	1	-1.30	0.82	"Le conseil d'administration du Centre de lecture publique de la Communauté française (CLPCF), une ASBL dissoute en 1992 par Tom , mais qui refuse de disparaître sans autre forme de procès, n'apprécie pas du tout - c'est un euphémisme - l'exposition ""cent ans de féminisme"" qui se tient à la Machine-à-Eau, à Mons, jusqu'au 12 mars, théoriquement en tout cas."
6657	1	-1.30	1.34	"Tom "" n'en a pas dormi "" : l'enquête sur le versement de pots-de-vin liés au contrat des 46 hélicoptères achetés en décembre 1988 pour 7.8 milliards de francs a quitté le périmètre socialiste francophone pour atterrir chez les socialistes flamands."
6833	1	-1.30	0.48	Marc a jeté un froid sur la seconde soirée budgétaire du conseil communal de Mons.
7287	1	-1.30	0.67	Les autres devront encore patienter, à l'instar de Pierre , qui n'a guère semblé dans son assiette, ce dimanche.
8050	1	-1.30	0.48	A 41 ans, l'ancien champion du monde risquait en effet d'être privé de volant pour la saison à venir après avoir été écarté de l'écurie {Williams-Renault.M.N} au profit du jeune écossais Tom .
8381	1	-1.30	1.77	"Trois jours après le suicide de sa fille, Marie , Jean réapparaît et présente le ""20 heures"", son journal."
9020	1	-1.30	0.95	On s'irrite car on sent que Marc passe à côté de son film alourdi par un récit parallèle inutile, mettant en scène un jeune capitaliste naïf et un roi de l'arnaque.
92	1	-1.20	1.40	Véritable éclair dans la grisaille d'un mois de mars où la saison régulière tirait à sa fin, Tom a pourtant complètement manqué son entrée en matière lors de ses quatre premiers matchs disputés dans le tour final.
1648	1	-1.20	0.63	Inquiétude samedi après-midi à Valkenswaard lorsque, durant les épreuves de qualification l'après-midi, Max fut pris d'un malaise.
1706	1	-1.20	0.92	Marc semblait surtout vexé par la tournure des événemnts, à l'image de Jean :
2357	1	-1.20	0.42	Régulièrement cité parmi les tout grands favoris, Max n'avait pas le sourire à Meerbeke.
3801	1	-1.20	0.63	Tom expliquait que le refinancement de la Région bruxelloise et de la Communauté française ne se fera pas dans l'immédiat, les contreparties seraient plus lourdes que les avantages espérés.
5468	1	-1.20	0.63	La procédure pourrait toutefois durer trois mois : si Luc refuse de se rendre de son plein gré à Singapour, la cour d'appel de Francfort devra, pour se prononcer, avoir en sa possession la totalité du dossier établi par les autorités de Singapour.
6432	1	-1.20	0.63	Jean se fit alors taper sur les doigts par Max .
6762	1	-1.20	0.92	Après neuf mois de félicité, c'est la fin de l'état de grâce pour le gouvernement de Jean .
8216	1	-1.20	0.79	Le coup de sang de Pierre , qui a adressé une lettre ouverte au ministre des Finances Tom , fait cependant des remous.
8570	1	-1.20	0.63	Parti, cet hiver, d'une équipe Lotto au sein de laquelle il aurait pu rester, le Brabançon a donc quitté Luc , avec qui, de loin en loin, il a craint une rupture de caténaire.
10078	1	-1.20	0.63	Tout d'abord que Max paraît assez mal placé puisqu'il est amené à cohabiter avec des pointures telles que Tom , Luc ou même Jean , le récent gagnant du jeu des millionnaires munichois.
11089	1	-1.20	1.14	Aujourd'hui, à lire (parfois entre les lignes) les déclarations de Jean , on peut donc se demander s'il n'adopte pas la seule attitude politiquement payante pour Fourons... et pour lui.
915	1	-1.10	0.57	Tom aurait pu ajouter - mais il l'ignorait au moment de l'interview - que les reproches adressés par Luc au grand argentier de la République pouvaient menacer le franc.
1173	1	-1.10	1.37	Des membres de l'OLP et des responsables du Hamas à Gaza ont conclu une trêve vendredi, mais Max s'est refusé à l'entériner sans engagement de la part du mouvement fondamentaliste qu'il mettrait fin aux attaques anti-israéliennes dans les territoires autonomes.
1528	1	-1.10	0.88	"Le conseiller se demande si Max ne s'est pas engagé à la légère en marquant sans étude et sans réflexion sa préférence pour Belgacom comme partenaire stratégique de la Région bruxelloise, alors même, dit Tom , que les retards accusés aujourd'hui par Bruxelles sont dus aux lenteurs et lourdeurs de Belgacom et alors que le gouvernement flamand entreprend de développer son propre réseau "" Telenet Vlaanderen "" sur le territoire bruxellois, via les réseaux de télédistribution."
2032	1	-1.10	1.10	Hormis une volonté de maintenir le plus possible les personnes âgées dans les familles, Luc s'en prend surtout à l'avortement, sans le nommer :
2772	1	-1.10	0.32	Enfin, le troisième pari de Pierre concerne une ordonnance fort spéciale : la mort de la province de Brabant laisse quelques services sans parrains.
4124	1	-1.10	1.45	"La presse britannique tire à boulets rouges sur Jean à qui les éditorialistes reprochent de courtiser à tout prix les 45 millions d'Américains de souche irlandaise - qui ont contribué à le faire élire - à moins de deux ans de l'élection présidentielle, de mener une politique ouvertement pro-Sinn Fein et de saper la légendaire "" relation spéciale "" anglo-américaine."
4221	1	-1.10	0.99	"Est aussi arrivé notre confrère Luc , qui prêta le 12 février un dossier et des notes manuscrites au journaliste du ""Morgen"" Jean , et dont le nom est mêlé à l'affaire depuis vendredi, depuis que Jean a accusé Max de lui avoir volé ces notes et est venu mettre son dossier en sécurité à la ""cellule""."
5508	1	-1.10	0.99	Nous n'avions jamais évoqué le sujet mais nous craignions comme la peste cette partie de mardi, nous confia hier Max .
5572	1	-1.10	0.57	Pierre veut rouvrir les écoles le 28 août 1995 : réticences syndicales
6350	1	-1.10	0.99	Et ni Tom ni Marc bien mal inspirés n'y peuvent grand-chose.
6472	1	-1.10	0.32	Luc , avoue avoir été surpris par la décision de Marc de dissoudre son gouvernement.
7161	1	-1.10	0.88	Mais l'assistance fut tout de même inférieure par rapport au derby de l'an dernier, explique Jean .
8688	1	-1.10	0.57	A nouveau bousculés au rebond par Max (4 offensifs) et Tom (6 défensifs), les hommes de Pierre durent supporter le retour progressif de Braine sans broncher ou presque:
9201	1	-1.10	0.74	A la vingtième minute, Tom , très motivé, voyait son envoi repoussé par la transversale.
9346	1	-1.10	1.37	C'est un Tom au bord de l'épuisement (il a dû faire une halte de 20 minutes non prévue au programme pour se reposer) qui est arrivé vendredi à Colombo, capitale du Sri Lanka, dernière étape de sa tournée de onze jours en Asie.
9893	1	-1.10	0.57	Bref, on revient ainsi au point de départ: les marchés ne croient plus à la stabilité politique proclamée par Max , sachant aussi que le PSOE n'a plus la majorité absolue (perdue dans les législatives de 1993) et que l'appui des nationalistes catalans peut cesser à tout moment...
9918	1	-1.10	1.10	Max , le célèbre théologien et psychothérapeute allemand, va plus loin, en se demandant s'il n'est pas temps pour Pierre de démissionner.
258	1	-1.00	0.67	Jusqu'à la présentation de Marc , on redoutait l'une ou l'autre salve flamande, dans cette période préélectorale.
899	1	-1.00	1.70	La chambre des mises en accusation d'Anvers a confirmé mardi l'ordonnance rendue le 4 avril dernier par la chambre du conseil de Turnhout qui avait prononcé la libération des trois personnes inculpées du meurtre de l'inspecteur vétérinaire Max .
993	1	-1.00	1.49	Au troisième tour, Luc qui s'était mis en tête de harceler Marc , chutait.
1235	1	-1.00	0.67	Si la Rasante n'avait pu obtenir cette promotion il y a un an à Edimbourg (l'équipe féminine avait terminé 6e avec Max comme coach), le Dragons était relégué voici 12 mois à Barcelone sans la moindre victoire.
1270	1	-1.00	0.47	Tom a quitté à plusieurs reprises la réunion qui s'est prolongée tard, donnant l'impression de devoir consulter sans cesse quelqu'un.
2397	1	-1.00	1.15	Jean , ce président de l'Assemblée nationale rompu aux comptages des voix, nous confiait son souci:
2471	1	-1.00	0.67	C'est que la chaussée de Mons ressemble à un véritable gruyère, entre le pont de Cureghem et le square Pierre .
2908	1	-1.00	0.67	J'espère que cet acte aidera l'ancien secrétaire d'État à revoir et à améliorer son comportement à des postes de responsabilité, a déclaré Max à propos de son épouse dont il est séparé depuis 1992.
3140	1	-1.00	0.82	La dernière tranche pour 94 n'a toujours pas été versée parce que Marc n'a pas rentré de justificatifs.
4739	1	-1.00	0.67	En Espagne aussi, les affaires taraudent le parti socialiste de Max , au point d'annoncer une alternance inéluctable.
5419	1	-1.00	0.67	"L'information "" tombée "" hier soir fait état d'un versement datant de 1989, sur le compte de Tom en Suisse, de 10 millions de FF par l'Aérospatiale, le groupe français concurrent d'Agusta dans le marché des hélicoptères."
5456	1	-1.00	0.94	À l'entrée comme à la sortie de Luc , pas un seul journaliste ne s'est levé.
7306	1	-1.00	0.47	Toujours incapable de s'aligner à Tokyo la semaine dernière, la reine avait perdu sa couronne au profit de Paula ...
8129	1	-1.00	0.47	Les Néo-Zélandais de Max (Team New Zealand) ont perdu sur le tapis vert la régate qu'ils avaient gagnée jeudi sur le plan d'eau face à One Australia.
8729	1	-1.00	1.49	Son enthousiasme jamais démenti, sa force d'entraînement, Tom les avaient mis au service de l'enfance: durant quinze ans, il a été le directeur général de l'Unicef, qu'il quitte aujourd'hui sur la pointe des pieds, poussé par la maladie.
9025	1	-1.00	0.47	"Ensuite, Marc craint que les ""frontières provisoires"" le long desquelles s'élèvera la haie électrique deviennent par la force des choses des frontières définitives, qu'il sera difficile de changer lorsque commenceront les pourparlers sur le statut permanent des territoires occupés, en mai 1996."
9851	1	-1.00	1.25	Dès le quart d'heure, les joueurs de Luc se retrouvaient menés alors que le début de rencontre avait été plutôt en leur faveur.
10154	1	-1.00	0.67	Tout en signifiant que la déclaration de Marie est inacceptable quand elle se fonde sur le droit, sans aucune concertation, à promouvoir la culture française au mépris du principe de territorialité.
1498	1	-0.90	1.29	Luc ajouta ceci qui va désespérer les demoiselles qui ont épinglé son poster dans leur chambre :
1507	1	-0.90	0.99	"Depuis sa retraite, Max faisait la pluie et le beau temps au gouvernement par le biais de son homme lige, le Premier ministre Pierre , lançant des campagnes contre les mauvaises tendances occidentales, "" l'évolution pacifique "" et le libéralisme bourgeois, pour la nomination de cadres "" vertueux "" (les fils des leaders du Parti)."
1633	1	-0.90	0.99	"Aux étudiants qui réclamaient un meilleur encadrement, Pierre avait répondu qu'il ne fallait pas nécessairement les "" pouponner ""."
2369	1	-0.90	0.57	Saisi vendredi par Luc , le vice-Premier verviétois, le Conseil des ministres n'a toutefois pas accédé à toutes leurs revendications.
3300	1	-0.90	0.88	"Faut-il s'étonner d'avoir trouvé dans le discours de Tom l'expression de "" dysfonctionnement "" de la justice, qui était celle que l'avocat général Jean avait utilisée, dans son réquisitoire, au procès de Max ?"
3774	1	-0.90	0.74	Le 17 juin 1993 (le jour où Pierre aurait été approché pour porter le chapeau de la tricherie), il n'était pas dans les bureaux parisiens de Max .
3993	1	-0.90	0.74	L'ex-patron de l'OM prétendait ne pas avoir pu rencontrer ce jour-là Luc , alors entraîneur du club de Valenciennes, dans les bureaux parisiens de sa société pour tenter de lui faire porter le chapeau de la tricherie puisqu'il se trouvait à la même heure en réunion avec Tom .
4725	1	-0.90	1.29	Les récents échafaudages politico-administratifs prônant le regroupement en pôles supra-communaux dans la province qui, soit l'ignorent, soit l'annexent sans demander le moindre avis (c'est le cas de l'Europôle Ouest-wallon préconisé par Tom) en apportent une preuve supplémentaire.
4765	1	-0.90	0.74	Mais Luc , qui s'est entretenu au téléphone, hier, avec Jean , semble aussi avoir fait son deuil d'une substitution de troupes de l'Otan à celles de la Forpronu.
5569	1	-0.90	0.88	"En fait, on a l'impression que c'est Max lui-même qui a conduit tout le procès de son retour en Espagne, après une "" cavale "" de trois cent cinq jours : les documents de son "" extradition administrative "", négociés donc entre les autorités espagnoles et laotiennes, portent tous sa signature."
6565	1	-0.90	0.57	La construction du jeu, dès lors, se fit plus que laborieusement, ce qui obligea d'ailleurs le libéro Luc à d'incessantes montées en ligne.
6606	1	-0.90	0.32	Né en 1860 à Ostende, l'artiste peintre Jean dut attendre 1898 avant de vendre un tableau à sa ville natale.
7353	1	-0.90	0.57	Nous n'avons droit qu'à 5 mandats d'administrateurs, contre 23 à la province qui, elle, ne dispose que de 400 parts, souligne Jean .
7416	1	-0.90	0.74	Luc (4 sur 5), très bien servi par Tom (5 assists jusque-là), y mettait également du sien, mais Jean , à 3 pts, anihilait quelque peu les efforts locaux:
7571	1	-0.90	1.10	En 1992, Tom , a resserré la vis en s'en prenant cette fois aux médecins prescripteurs.
7826	1	-0.90	0.88	Elle s'incline en 1991 en finale face à Elise .
10273	1	-0.90	0.88	Si les Flamands transgressent cet arrêté, je réagirai auprès de Marc et je vois mal comment les ministres wallons du gouvernement pourraient laisser passer une trahison de l'accord.
10688	1	-0.90	0.32	Via son nouveau bourgmestre Pierre , celle-ci a fait savoir qu'elle était défavorable à pareille idée.
158	1	-0.80	1.03	Résultat : face au Bouddha rieur, symbole de philosophie, d'exotisme et d'évasion, on retrouve Tom , bouc émissaire désigné de nos tracas quotidiens !
476	1	-0.80	1.14	Mené 1-0, Charleroi devra poursuivre la finale des playoffs sans le concours de Marc , son meilleur élément jusqu'ici
782	1	-0.80	0.92	Pierre souleva de son côté le problème des déchets, estimant qu'un bénéfice d'un million et demi sur les immondices était cher payé pour une non-politique.
1040	1	-0.80	1.32	Jean est personnellement opposée à la peine de mort, mais ce n'est pas le cas de Luc .
2318	1	-0.80	0.79	"Revenant à des considérations techniques, Tom reconnut qu'il n'était pas bien "" rentré "" dans la partie face à Luc ."
2413	1	-0.80	0.63	Après sa reculade, Pierre a évidemment eu droit aux lazzi libéraux :
2740	1	-0.80	1.23	Jean lance donc, ce soir, à l'assaut d'une équipe d'Espagne qui fait à nouveau partie de l'aristocratie du football européen, onze joueurs dont il serait fou d'attendre de grandes prouesses.
3357	1	-0.80	0.63	Jean souligne que la démission était nécessaire et normale.
3999	1	-0.80	0.92	Ces accusations n'émanaient pas de Pierre , mais bien d'arguments développés par le parquet général qui requérait (et a obtenu hier) le maintien en détention de Jean , l'ancien chef de cabinet de Marc arrêté depuis la fin de février] .
4341	1	-0.80	0.63	Luc a toujours nié le vol des oeuvres d'art.
4662	1	-0.80	0.92	Les facultés de médecine ont baissé les stores, vendredi, pour dénoncer le projet d'arrêté de loi, sur l'accès à la pratique généraliste.
5540	1	-0.80	0.63	D'autre part, la question de savoir à quel avantage reçu ou à recevoir du SP cette commission correspondait reste posée, et le silence de Jean n'éclaire rien.
5903	1	-0.80	1.14	Marc , de son côté, admet que le Parquet est bien décidé à rendre la vie des filles impossible: - Le Procureur du Roi a réuni les commissaires de police des trois communes concernées par la prostitution pour leur demander de mieux faire respecter la loi.
7463	1	-0.80	0.63	"Dans ""Papillon"" (Schaffner, 1973), il se fait souffler la vedette par Marc ;"
8707	1	-0.80	0.63	L'essaimage (ou le saupoudrage) cher à Jean , son prédécesseur, passe à la trappe.
9079	1	-0.80	0.92	Tom m'avait prévenu que le passage de l'élite provinciale à la première division allait être brutal.
9176	1	-0.80	0.63	L'an dernier, Marc fréquenta encore le monde sur une Opel Astra pareille à celle dévolue précédemment à Max , mais ses deux victoires en Australie et en Finlande se noyèrent dans un ensemble très complexe sur une voiture vieillissante et un apprentissage à la traction plus délicat que prévu.
1603	1	-0.70	1.64	Pendant ce temps, le tribunal militaire spécial créé par Max à Gaza a condamné deux intégristes à respectivement 25 et 15 ans de prison ferme.
2378	1	-0.70	0.48	Comment la police va-t-elle contrôler les contraventions? demanda Tom , lors du dernier conseil communal, au bourgmestre Marc qui annonçait une nouvelle règlementation limitant la vitesse à 30 km/h pour les véhicules de plus de 5 tonnes dans la rue de Marbais (N 275).
